timestamp_ms,stream_type,seq,packet_bytes,decrypt_time_ms,latency_ms,jitter_ms,packet_lost,underrun,queue_size,decode_ok,play_ok
1774052521970,audio,29,2098,0.10797399954753928,3,1,0,0,17,1,1
1774052521981,video,8,19162,0.13304200001584832,6,3,0,0,0,1,1
1774052521992,audio,30,2098,0.10694200045691105,2,1,0,0,16,1,1
1774052522016,audio,31,2098,0.10558999929344282,3,1,0,0,17,1,1
1774052522039,audio,32,2098,0.08645399975648616,2,1,0,0,17,1,1
1774052522045,video,9,19105,0.10666199978004443,3,3,0,0,0,1,1
1774052522062,audio,33,2098,0.1061509992723586,2,0,0,0,18,1,1
1774052522086,audio,34,2098,0.10808500064740656,3,1,0,0,17,1,1
1774052522109,audio,35,2098,0.1087259997802903,2,1,0,0,18,1,1
1774052522113,video,10,19056,0.13271199986775173,4,1,0,0,0,1,1
1774052522132,audio,36,2098,0.08586300009483239,2,0,0,0,17,1,1
1774052522155,audio,37,2098,0.10643199948390247,2,0,0,0,18,1,1
1774052522180,audio,38,2098,0.27260800015938,4,2,0,0,17,1,1
1774052522180,video,11,19084,0.3346049998071976,4,0,0,0,0,1,1
1774052522202,audio,39,2098,0.086935000581434,2,2,0,0,16,1,1
1774052522225,audio,40,2098,0.10642200049915118,2,0,0,0,17,1,1
1774052522246,video,12,19062,0.14233000001695473,3,1,0,0,0,1,1
1774052522248,audio,41,2098,0.08703499952389393,2,0,0,0,16,1,1
1774052522272,audio,42,2098,0.10067100083688274,2,0,0,0,17,1,1
1774052522295,audio,43,2098,0.0876160002007964,2,0,0,0,17,1,1
1774052522313,video,13,18985,0.11348499992891448,4,1,0,0,0,1,1
1774052522318,audio,44,2098,0.08742600039113313,2,0,0,0,18,1,1
1774052522342,audio,45,2098,0.08066299960773904,3,1,0,0,17,1,1
1774052522365,audio,46,2098,0.08744600017962512,2,1,0,0,18,1,1
1774052522379,video,14,19001,0.10598100016068202,3,1,0,0,0,1,1
1774052522388,audio,47,2098,0.3229630001442274,2,0,0,0,17,1,1
1774052522411,audio,48,2098,0.07921999986137962,2,0,0,0,18,1,1
1774052522435,audio,49,2098,0.07833900053810794,3,1,0,0,17,1,1
1774052522446,video,15,18977,0.1308880000578938,3,0,0,0,0,1,1
1774052522458,audio,50,2098,0.07905999973445432,2,1,0,0,16,1,1
1774052522481,audio,51,2098,0.07931999971333425,2,0,0,0,17,1,1
1774052522504,audio,52,2098,0.07828900015738327,2,0,0,0,16,1,1
1774052522513,video,16,18960,0.11936600003537023,3,0,0,0,0,1,1
1774052522528,audio,53,2098,0.09306700030720094,2,0,0,0,17,1,1
1774052522551,audio,54,2098,0.0791709999248269,2,0,0,0,17,1,1
1774052522574,audio,55,2098,0.07725600062258309,2,0,0,0,18,1,1
1774052522580,video,17,18938,0.13164000029064482,4,1,0,0,0,1,1
1774052522598,audio,56,2098,0.07655499939573929,3,1,0,0,17,1,1
1774052522621,audio,57,2098,0.08266700024250895,2,1,0,0,18,1,1
1774052522645,audio,58,2098,0.06988299992372049,3,1,0,0,17,1,1
1774052522646,video,18,18902,0.10607100011839066,3,1,0,0,0,1,1
1774052522670,audio,59,2098,0.1499940008216072,5,2,0,0,16,1,1
1774052522691,audio,60,2098,0.08451000030618161,2,3,0,0,17,1,1
1774052522713,video,19,15130,0.09635300011723302,3,0,0,0,0,1,1
1774052522714,audio,61,2098,0.12932499976159306,2,0,0,0,16,1,1
1774052522737,audio,62,2098,0.08333899950230261,2,0,0,0,17,1,1
1774052522760,audio,63,2098,0.08252699990407564,2,0,0,0,16,1,1
1774052522780,video,20,14160,0.1011119993563625,4,1,0,0,0,1,1
1774052522784,audio,64,2098,0.08067300041147973,2,0,0,0,17,1,1
1774052522807,audio,65,2098,0.07689600079174852,2,0,0,0,17,1,1
1774052522830,audio,66,2098,0.07736699990346096,2,0,0,0,18,1,1
1774052522846,video,21,16541,0.12106000031053554,3,1,0,0,0,1,1
1774052522854,audio,67,2098,0.0776169999880949,2,0,0,0,17,1,1
1774052522877,audio,68,2098,0.08106299992505228,2,0,0,0,18,1,1
1774052522900,audio,69,2098,0.08137500026350608,2,0,0,0,17,1,1
1774052522913,video,22,19260,0.13053700058662798,3,0,0,0,0,1,1
1774052522923,audio,70,2098,0.0822870006231824,2,0,0,0,18,1,1
1774052522947,audio,71,2098,0.10341699999116827,2,0,0,0,17,1,1
1774052522970,audio,72,2098,0.08334799986187136,2,0,0,0,16,1,1
1774052522980,video,23,16579,0.1297469998462475,3,0,0,0,0,1,1
1774052522993,audio,73,2098,0.08179499945981661,2,0,0,0,17,1,1
1774052523017,audio,74,2098,0.0798719993326813,3,1,0,0,16,1,1
1774052523040,audio,75,2098,0.07970100068632746,2,1,0,0,17,1,1
1774052523046,video,24,11459,0.09938800030795392,3,0,0,0,0,1,1
1774052523063,audio,76,2098,0.0863839995872695,2,0,0,0,17,1,1
1774052523086,audio,77,2098,0.10812499931489583,2,0,0,0,18,1,1
1774052523110,audio,78,2098,0.11754299976018956,2,0,0,0,17,1,1
1774052523113,video,25,9658,0.11862500014103716,3,0,0,0,0,1,1
1774052523133,audio,79,2098,0.10679199931473704,2,0,0,0,18,1,1
1774052523156,audio,80,2098,0.10698300047806697,2,0,0,0,17,1,1
1774052523180,audio,81,2098,0.08699499994690996,3,1,0,0,18,1,1
1774052523179,video,26,12749,0.1219810001202859,2,1,0,0,0,1,1
1774052523203,audio,82,2098,0.10727399967436213,2,1,0,0,17,1,1
1774052523226,audio,83,2098,0.08604300001024967,2,0,0,0,16,1,1
1774052523247,video,27,15604,0.10286500037182122,4,2,0,0,0,1,1
1774052523249,audio,84,2098,0.08134400013659615,2,0,0,0,17,1,1
1774052523273,audio,85,2098,0.0787799999670824,3,1,0,0,16,1,1
1774052523296,audio,86,2098,0.09363800018036272,2,1,0,0,17,1,1
1774052523313,video,28,18558,0.13249200037535047,3,1,0,0,0,1,1
1774052523320,audio,87,2098,0.07591400026285555,3,1,0,0,17,1,1
1774052523349,audio,88,2098,0.093046000074537,9,6,0,0,18,1,1
1774052523366,audio,89,2098,0.13535700054490007,2,7,0,0,17,1,1
1774052523380,video,29,16021,0.10355599988542963,3,0,0,0,0,1,1
1774052523389,audio,90,2098,0.10831599956873106,2,0,0,0,18,1,1
1774052523412,audio,91,2098,0.08655400051793549,2,0,0,0,17,1,1
1774052523436,audio,92,2098,0.10609099990688264,3,1,0,0,18,1,1
1774052523447,video,30,16443,0.10997899971698644,3,0,0,0,0,1,1
1774052523459,audio,93,2098,0.1072429995474522,2,1,0,0,17,1,1
1774052523482,audio,94,2098,0.08658399929117877,2,0,0,0,16,1,1
1774052523505,audio,95,2098,0.10959800056298263,2,0,0,0,17,1,1
1774052523514,video,31,18436,0.17835899961937685,4,1,0,0,0,1,1
1774052523529,audio,96,2098,0.08613299996795831,2,0,0,0,16,1,1
