timestamp_ms,stream_type,seq,packet_bytes,decrypt_time_ms,latency_ms,jitter_ms,packet_lost,underrun,queue_size,decode_ok,play_ok
1774052527652,video,93,18808,0.1315790004809969,3,0,0,0,0,1,1
1774052527673,audio,274,2098,0.106000999949174,2,0,0,0,16,1,1
1774052527698,audio,275,2098,0.10728400047810283,4,2,0,0,17,1,1
1774052527720,audio,276,2098,0.11733199971786235,2,2,0,0,16,1,1
1774052527719,video,94,18832,0.10493899935681839,3,0,0,0,0,1,1
1774052527743,audio,277,2098,0.09668399980000686,2,0,0,0,17,1,1
1774052527766,audio,278,2098,0.07505200028390391,2,0,0,0,16,1,1
1774052527786,video,95,18841,0.1083959996321937,4,1,0,0,0,1,1
1774052527790,audio,279,2098,0.0736700003471924,3,1,0,0,17,1,1
1774052527813,audio,280,2098,0.07866899977670982,2,1,0,0,17,1,1
1774052527836,audio,281,2098,0.09304699960921425,2,0,0,0,16,1,1
1774052527852,video,96,18830,0.13099799980409443,3,1,0,0,0,1,1
1774052527859,audio,282,2098,0.10000899965234566,2,0,0,0,17,1,1
1774052527883,audio,283,2098,0.09230500018020393,2,0,0,0,16,1,1
1774052527906,audio,284,2098,0.1025040000968147,2,0,0,0,17,1,1
1774052527919,video,97,18839,0.10430800011818064,3,0,0,0,0,1,1
1774052527929,audio,285,2098,0.10011999984271824,2,0,0,0,16,1,1
1774052527953,audio,286,2098,0.07713700051681371,3,1,0,0,17,1,1
1774052527976,audio,287,2098,0.10077099977934267,2,1,0,0,16,1,1
1774052527986,video,98,18789,0.12023799990856787,3,0,0,0,0,1,1
1774052527999,audio,288,2098,0.07756699960737024,2,0,0,0,17,1,1
1774052528022,audio,289,2098,0.08177500058081932,2,0,0,0,16,1,1
1774052528046,audio,290,2098,0.07776700022077421,3,1,0,0,17,1,1
1774052528053,video,99,18819,0.16373099970223848,4,1,0,0,0,1,1
1774052528069,audio,291,2098,0.07969100079208147,2,1,0,0,17,1,1
1774052528092,audio,292,2098,0.0750620001781499,2,0,0,0,16,1,1
1774052528116,audio,293,2098,0.07449100030498812,3,1,0,0,17,1,1
1774052528119,video,100,18801,0.13167899942345684,3,1,0,0,0,1,1
1774052528139,audio,294,2098,0.09380800020153401,2,1,0,0,16,1,1
1774052528162,audio,295,2098,0.08100399918475887,2,0,0,0,17,1,1
1774052528186,audio,296,2098,0.14327099961519707,3,1,0,0,16,1,1
1774052528186,video,101,18821,0.21188199934840668,3,0,0,0,0,1,1
1774052528209,audio,297,2098,0.08164399969246006,3,0,0,0,17,1,1
1774052528232,audio,298,2098,0.09602200043445919,2,1,0,0,16,1,1
1774052528253,video,102,18833,0.09900799977913266,4,1,0,0,0,1,1
1774052528255,audio,299,2098,0.07508199996664189,2,0,0,0,17,1,1
1774052528278,audio,300,2098,0.07767699935357086,2,0,0,0,16,1,1
1774052528302,audio,301,2098,0.09706399941933341,2,0,0,0,17,1,1
1774052528319,video,103,18793,0.11627000003500143,3,1,0,0,0,1,1
1774052528325,audio,302,2098,0.07822799943824066,2,0,0,0,17,1,1
1774052528348,audio,303,2098,0.09355699967272813,2,0,0,0,16,1,1
1774052528372,audio,304,2098,0.08139399960782612,3,1,0,0,17,1,1
1774052528387,video,104,18842,0.10054100039269542,4,1,0,0,0,1,1
1774052528397,audio,305,2098,0.09703400064609013,4,1,0,0,16,1,1
1774052528418,audio,306,2098,0.079090000326687,2,2,0,0,17,1,1
1774052528441,audio,307,2098,0.08318799973494606,2,0,0,0,16,1,1
1774052528453,video,105,18869,0.10556000052019954,3,1,0,0,0,1,1
1774052528465,audio,308,2098,0.1288840003326186,2,0,0,0,17,1,1
1774052528488,audio,309,2098,0.08467099996778416,2,0,0,0,16,1,1
1774052528511,audio,310,2098,0.07877900043240516,2,0,0,0,17,1,1
1774052528520,video,106,18843,0.10548999944148818,4,1,0,0,0,1,1
1774052528535,audio,311,2098,0.08011200043256395,3,1,0,0,16,1,1
1774052528558,audio,312,2098,0.1341439992756932,2,1,0,0,15,1,1
1774052528581,audio,313,2098,0.09300700003223028,2,0,0,0,16,1,1
1774052528587,video,107,18850,0.1040580000335467,4,0,0,0,0,1,1
1774052528605,audio,314,2098,0.08189500022126595,3,1,0,0,16,1,1
1774052528628,audio,315,2098,0.07814799937477801,2,1,0,0,17,1,1
1774052528651,audio,316,2098,0.0899599999684142,2,0,0,0,16,1,1
1774052528653,video,108,18872,0.09108300037041772,3,1,0,0,0,1,1
1774052528674,audio,317,2098,0.08933899971452774,2,0,0,0,17,1,1
1774052528698,audio,318,2098,0.08697500015841797,3,1,0,0,16,1,1
1774052528719,video,109,18848,0.12171100024715997,3,0,0,0,0,1,1
1774052528721,audio,319,2098,0.08663399967190344,2,1,0,0,17,1,1
1774052528744,audio,320,2098,0.10337599997001234,2,0,0,0,16,1,1
1774052528767,audio,321,2098,0.09445999967283569,2,0,0,0,17,1,1
1774052528787,video,110,18873,0.10118200043507386,4,1,0,0,0,1,1
1774052528791,audio,322,2098,0.08347800030605868,2,0,0,0,16,1,1
1774052528814,audio,323,2098,0.09144399973592954,2,0,0,0,15,1,1
1774052528837,audio,324,2098,0.09378800041304203,2,0,0,0,16,1,1
1774052528854,video,111,18883,0.10599100005492801,4,0,0,0,0,1,1
1774052528861,audio,325,2098,0.08485099988320144,3,1,0,0,16,1,1
1774052528884,audio,326,2098,0.09261600007448578,2,1,0,0,17,1,1
1774052528907,audio,327,2098,0.08370900013687788,2,0,0,0,16,1,1
1774052528920,video,112,18862,0.13104899971949635,3,1,0,0,0,1,1
1774052528930,audio,328,2098,0.08170499950210797,2,0,0,0,17,1,1
1774052528954,audio,329,2098,0.12593900009960635,2,0,0,0,16,1,1
1774052528977,audio,330,2098,0.10692300020309631,2,0,0,0,17,1,1
1774052528987,video,113,18858,0.12417500056471908,4,1,0,0,0,1,1
1774052529000,audio,331,2098,0.08211599924834445,2,0,0,0,16,1,1
1774052529024,audio,332,2098,0.08429999979853164,3,1,0,0,17,1,1
1774052529047,audio,333,2098,0.09494999994785758,2,1,0,0,16,1,1
1774052529054,video,114,18906,0.11291399914625799,4,0,0,0,0,1,1
1774052529070,audio,334,2098,0.08121399969240883,2,0,0,0,15,1,1
1774052529093,audio,335,2098,0.09125399992626626,2,0,0,0,16,1,1
1774052529119,audio,336,2098,0.07864899998821784,5,3,0,0,16,1,1
1774052529120,video,115,18891,0.10589099929347867,3,1,0,0,0,1,1
1774052529140,audio,337,2098,0.07373000062216306,2,3,0,0,17,1,1
1774052529163,audio,338,2098,0.07880900011514314,2,0,0,0,16,1,1
1774052529187,audio,339,2098,0.1622180006961571,3,1,0,0,17,1,1
1774052529187,video,116,18901,0.19587099995987955,3,0,0,0,0,1,1
1774052529210,audio,340,2098,0.07270799960679142,2,1,0,0,16,1,1
1774052529233,audio,341,2098,0.08873899969330523,2,0,0,0,17,1,1
1774052529254,video,117,18882,0.10440799997013528,4,1,0,0,0,1,1
1774052529256,audio,342,2098,0.08967000030679628,2,0,0,0,16,1,1
1774052529280,audio,343,2098,0.09915800001181196,3,1,0,0,17,1,1
1774052529303,audio,344,2098,0.09470999975746963,2,1,0,0,16,1,1
1774052529321,video,118,18895,0.14435399953072192,4,0,0,0,0,1,1
1774052529326,audio,345,2098,0.09827700068854028,2,0,0,0,15,1,1
1774052529350,audio,346,2098,0.08091299969237298,3,1,0,0,16,1,1
1774052529373,audio,347,2098,0.09048199990502326,2,1,0,0,16,1,1
1774052529387,video,119,18922,0.10730300073191756,3,1,0,0,0,1,1
1774052529396,audio,348,2098,0.09325700011686422,2,0,0,0,17,1,1
1774052529419,audio,349,2098,0.11114100016129669,2,0,0,0,16,1,1
1774052529443,audio,350,2098,0.098937999609916,3,1,0,0,17,1,1
1774052529454,video,120,18918,0.1378010001644725,3,0,0,0,0,1,1
1774052529466,audio,351,2098,0.07706599990342511,2,1,0,0,16,1,1
1774052529489,audio,352,2098,0.09597200005373452,2,0,0,0,17,1,1
1774052529512,audio,353,2098,0.07607400038978085,2,0,0,0,16,1,1
1774052529521,video,121,18916,0.1027450007313746,4,1,0,0,0,1,1
1774052529536,audio,354,2098,0.1358679992335965,2,0,0,0,17,1,1
1774052529559,audio,355,2098,0.11858499965455849,2,0,0,0,16,1,1
1774052529582,audio,356,2098,0.07317900053749327,2,0,0,0,15,1,1
1774052529587,video,122,18898,0.12811299984605284,3,1,0,0,0,1,1
1774052529606,audio,357,2098,0.07408000055875164,3,1,0,0,16,1,1
1774052529629,audio,358,2098,0.07054399975459091,2,1,0,0,16,1,1
1774052529652,audio,359,2098,0.07581400041090092,2,0,0,0,17,1,1
1774052529655,video,123,18905,0.10703299994929694,4,1,0,0,0,1,1
1774052529675,audio,360,2098,0.07835900032659993,2,0,0,0,16,1,1
1774052529699,audio,361,2098,0.07810900024196599,2,0,0,0,17,1,1
1774052529721,video,124,18903,0.10728300003393088,4,0,0,0,0,1,1
1774052529722,audio,362,2098,0.08631399941805284,2,0,0,0,16,1,1
1774052529745,audio,363,2098,0.0846009997985675,2,0,0,0,17,1,1
1774052529769,audio,364,2098,0.07978099984029541,3,1,0,0,16,1,1
1774052529790,video,125,18927,0.10689299961086363,6,2,0,0,0,1,1
1774052529792,audio,365,2098,0.08006200005183928,2,1,0,0,17,1,1
1774052529815,audio,366,2098,0.0958419996095472,2,0,0,0,16,1,1
1774052529838,audio,367,2098,0.09583199971530121,2,0,0,0,15,1,1
1774052529854,video,126,18883,0.12279299971851287,3,3,0,0,0,1,1
1774052529862,audio,368,2098,0.076374999480322,2,0,0,0,16,1,1
1774052529885,audio,369,2098,0.07418099994538352,2,0,0,0,16,1,1
1774052529908,audio,370,2098,0.0750620001781499,2,0,0,0,17,1,1
1774052529921,video,127,18916,0.12968600003659958,3,0,0,0,0,1,1
1774052529932,audio,371,2098,0.0891090003278805,3,1,0,0,16,1,1
1774052529955,audio,372,2098,0.12860399965575198,2,1,0,0,17,1,1
1774052530034,audio,373,2098,0.1178640004582121,58,56,0,0,14,1,1
1774052530035,audio,374,2098,0.211010999919381,36,22,0,0,15,1,1
1774052530035,audio,375,2098,0.07777800055919215,13,23,0,0,16,1,1
1774052530035,video,128,18896,0.30687199978274293,50,47,0,0,0,1,1
1774052530443,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530493,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530543,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530593,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530643,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530693,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530744,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530794,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530844,audio,-1,0,0.0,0,0,0,1,0,1,0
1774052530894,audio,-1,0,0.0,0,0,0,1,0,1,0
