timestamp_ms,cpu_percent,memory_mb,threads
1774052517964,2.0,67.48046875,26
1774052518964,0.0,67.484375,26
1774052519965,1.0,67.484375,26
1774052520965,0.0,67.484375,26
1774052521965,23.0,90.5625,34
1774052522965,7.0,90.60546875,34
1774052523966,9.0,90.60546875,34
1774052524966,8.0,90.60546875,34
1774052525966,8.0,90.6171875,34
1774052526966,8.0,90.6328125,34
1774052527967,8.0,90.640625,34
1774052528967,9.0,92.0078125,34
1774052529967,7.0,92.0078125,34
1774052530967,1.0,92.05078125,33
